Step,TankID,Team,X,Y,Heading,TurretHeading,Velocity,HP,GunEnergy
192,2,0,638.3,540.5,193.3,234.0,7.8,1,13
192,3,1,435.4,390.4,83.0,143.0,4.5,9,1
192,4,1,247.5,407.4,264.9,118.7,7.1,9,10
192,5,1,384.2,475.4,346.4,112.3,7.5,9,5
193,0,0,390.2,678.8,253.3,290.0,7.6,9,14
193,1,0,409.8,121.2,73.3,110.0,7.6,7,14
193,2,0,636.6,547.9,193.3,230.0,7.6,1,14
193,3,1,439.8,389.9,83.0,133.0,4.4,9,2
193,4,1,240.6,408.0,264.9,119.0,7.0,9,11
193,5,1,382.5,468.3,346.4,114.7,7.3,9,6
194,0,0,383.1,681.0,257.7,290.0,7.5,9,15
194,1,0,416.9,119.0,77.7,110.0,7.5,7,15
194,2,0,634.9,555.1,197.7,230.0,7.5,1,15
194,3,1,444.0,389.4,83.0,128.8,4.3,9,3
194,4,1,233.8,408.7,264.9,119.0,6.8,9,12
194,5,1,380.8,461.3,346.4,115.9,7.2,9,7
195,0,0,376.0,682.5,257.7,290.0,7.3,9,0
195,1,0,424.0,117.5,77.7,110.0,7.3,7,0
195,2,0,632.7,562.1,197.7,230.0,7.3,1,0
195,3,1,448.2,388.9,83.0,131.0,4.2,9,4
195,4,1,227.2,409.3,264.9,119.0,6.7,9,13
195,5,1,379.2,454.5,351.1,115.9,7.0,9,8
196,0,0,369.0,684.0,257.7,286.0,7.2,9,1
196,1,0,431.0,116.0,77.7,106.0,7.2,7,1
196,2,0,630.5,568.9,197.7,226.0,7.2,1,1
196,3,1,452.3,388.4,83.0,131.0,5.1,9,5
196,4,1,220.7,409.8,264.9,119.2,6.5,9,14
196,5,1,378.1,447.6,351.1,125.9,6.9,9,9
197,0,0,362.1,685.5,262.4,286.0,7.0,9,2
197,1,0,437.9,114.5,82.4,106.0,7.0,7,2
197,2,0,628.3,575.6,202.4,226.0,7.0,1,2
197,3,1,457.3,387.7,83.0,135.4,5.0,9,6
197,4,1,214.3,410.4,264.9,119.3,6.4,9,15
197,5,1,377.1,441.0,351.1,135.9,6.8,9,10
198,0,0,355.3,686.4,262.4,282.0,6.9,9,3
198,1,0,444.7,113.6,82.4,102.0,6.9,7,3
198,2,0,625.7,581.9,202.4,222.0,6.9,1,3
198,3,1,462.2,387.1,83.0,137.7,4.9,9,7
198,4,1,208.0,411.0,264.9,119.3,6.3,9,0
198,5,1,376.0,434.4,351.1,135.9,7.6,9,11
199,0,0,348.6,687.3,262.4,282.0,7.7,9,4
199,1,0,451.4,112.7,82.4,102.0,7.7,7,4
199,2,0,623.1,588.2,202.4,222.0,7.7,1,4
199,3,1,467.0,386.6,83.0,140.0,4.8,9,8
199,4,1,201.9,411.5,264.9,119.3,6.2,9,1
199,5,1,374.9,427.0,351.1,144.9,7.5,9,12
200,0,0,341.1,688.3,266.8,282.0,7.6,9,5
200,1,0,458.9,111.7,86.8,102.0,7.6,7,5
200,2,0,620.2,595.2,206.8,222.0,7.6,1,5
200,3,1,471.7,386.0,76.6,140.0,4.7,9,9
200,4,1,195.9,412.1,264.9,119.4,6.0,9,2
200,5,1,373.8,419.8,351.1,146.2,7.3,9,13
201,0,0,333.7,688.7,266.8,278.0,7.4,9,6
201,1,0,466.3,111.3,86.8,98.0,7.4,7,6
201,2,0,616.9,601.8,206.8,218.0,7.4,1,6
201,3,1,476.3,384.9,76.6,144.6,4.6,9,10
201,4,1,190.0,412.6,264.9,119.4,6.9,9,3
201,5,1,372.6,412.7,351.1,147.4,7.2,9,14
202,0,0,326.4,689.2,271.3,278.0,7.3,9,7
202,1,0,473.6,110.8,91.3,98.0,7.3,7,7
202,2,0,613.6,608.3,211.3,218.0,7.3,1,7
202,3,1,480.7,383.9,76.6,147.0,4.6,9,11
202,4,1,183.2,413.2,264.9,119.4,6.8,9,4
202,5,1,371.6,405.7,351.1,148.9,7.0,9,15
203,0,0,319.3,689.0,271.3,274.0,7.1,9,8
203,1,0,480.7,111.0,91.3,94.0,7.1,7,8
203,2,0,609.9,614.4,211.3,214.0,7.1,1,8
203,3,1,485.0,382.8,76.6,149.4,4.5,9,12
203,4,1,176.6,413.8,264.9,129.4,6.6,9,5
203,5,1,370.5,398.9,351.1,158.9,6.9,9,15
204,0,0,312.3,688.8,276.1,274.0,7.0,9,9
204,1,0,487.7,111.2,96.1,94.0,7.0,7,9
204,2,0,606.3,620.4,216.1,214.0,7.0,1,9
204,3,1,489.3,381.8,76.6,159.4,4.4,9,13
204,4,1,170.1,414.4,264.9,129.4,7.5,9,6
204,5,1,369.4,392.2,351.1,162.1,6.8,9,15
205,0,0,305.5,688.1,276.1,274.0,7.9,9,10
205,1,0,494.5,111.9,96.1,94.0,7.9,7,10
205,2,0,602.3,625.9,216.1,214.0,7.9,1,10
205,3,1,493.4,380.8,76.6,169.4,4.3,9,14
205,4,1,162.8,415.0,264.9,139.4,7.4,9,7
205,5,1,368.4,385.7,351.1,162.1,6.6,9,0
206,0,0,297.8,687.3,276.1,270.0,7.7,9,11
206,1,0,502.2,112.7,96.1,90.0,7.7,7,11
206,2,0,597.7,632.1,216.1,210.0,7.7,1,11
206,3,1,497.5,379.8,76.6,179.4,4.2,9,15
206,4,1,155.6,415.7,264.9,146.6,7.2,9,8
206,5,1,367.4,379.3,351.1,164.8,6.5,9,1
207,0,0,290.3,686.5,280.4,270.0,7.5,9,12
207,1,0,509.7,113.5,100.4,90.0,7.5,7,12
207,2,0,593.3,638.2,220.4,210.0,7.5,1,12
207,3,1,501.5,378.9,76.6,179.4,4.1,9,0
207,4,1,148.6,416.3,260.2,146.6,7.1,9,9
207,5,1,366.4,373.0,351.1,164.8,7.4,9,2
208,0,0,283.1,685.2,280.4,266.0,7.4,9,13
208,1,0,516.9,114.8,100.4,86.0,7.4,7,13
208,2,0,588.5,643.9,220.4,206.0,7.4,1,13
208,3,1,505.5,378.0,76.6,179.4,5.0,9,1
208,4,1,141.8,417.5,260.2,147.1,6.9,9,10
208,5,1,365.3,365.8,351.1,167.6,7.2,9,3
209,0,0,275.9,683.9,285.0,266.0,7.2,9,14
209,1,0,524.1,116.1,105.0,86.0,7.2,7,14
209,2,0,583.8,649.4,225.0,206.0,7.2,1,14
209,3,1,510.3,376.8,76.6,169.4,4.9,9,2
209,4,1,135.1,418.7,260.2,147.6,6.8,9,11
209,5,1,364.2,358.9,351.1,168.6,7.1,9,4
210,0,0,269.1,682.0,285.0,262.0,7.1,9,15
210,1,0,530.9,118.0,105.0,82.0,7.1,7,15
210,2,0,578.8,654.4,225.0,202.0,7.1,1,15
210,3,1,515.0,375.7,76.6,164.9,4.8,9,3
210,4,1,128.5,419.8,260.2,147.6,7.7,9,12
210,5,1,363.2,352.0,355.9,168.6,6.9,9,5
211,0,0,262.4,680.2,285.0,262.0,7.0,9,0
211,1,0,537.6,119.8,105.0,82.0,7.0,7,0
211,2,0,573.9,659.3,225.0,202.0,7.0,1,0
211,3,1,519.6,374.6,76.6,167.1,4.7,9,4
211,4,1,121.1,421.1,260.2,148.1,7.5,9,13
211,5,1,362.7,345.2,355.9,170.8,6.8,9,6
212,0,0,255.8,678.5,285.0,262.0,7.8,9,1
212,1,0,544.2,121.5,105.0,82.0,7.8,7,1
212,2,0,569.0,664.1,225.0,202.0,7.8,1,1
212,3,1,524.1,373.5,76.6,167.1,5.6,9,5
212,4,1,113.9,422.3,260.2,147.9,7.3,9,14
212,5,1,362.2,338.6,355.9,171.6,6.7,9,7
213,0,0,248.4,676.5,289.2,262.0,7.7,9,2
213,1,0,551.6,123.5,109.2,82.0,7.7,7,2
213,2,0,563.6,669.6,229.2,202.0,7.7,1,2
213,3,1,529.5,372.2,76.6,171.2,5.5,9,6
213,4,1,106.8,423.6,260.2,148.4,7.2,9,15
213,5,1,361.7,332.1,355.9,171.6,7.5,9,8
214,0,0,241.3,674.0,289.2,258.0,7.5,9,3
214,1,0,558.7,126.0,109.2,78.0,7.5,7,3
214,2,0,557.9,674.5,229.2,198.0,7.5,1,3
214,3,1,534.7,371.0,76.6,173.4,5.4,9,7
214,4,1,99.8,424.8,260.2,148.4,7.1,9,0
214,5,1,361.2,324.7,355.9,173.1,7.4,9,9
215,0,0,234.3,671.6,293.7,258.0,7.4,9,4
215,1,0,565.7,128.4,113.7,78.0,7.4,7,4
215,2,0,552.4,679.3,233.7,198.0,7.4,1,4
215,3,1,539.9,369.8,76.6,175.6,5.3,9,8
215,4,1,93.0,425.9,260.2,148.6,6.9,9,1
215,5,1,360.7,317.5,355.9,174.1,7.2,9,10
216,0,0,227.7,668.7,293.7,254.0,7.2,9,5
216,1,0,572.3,131.3,113.7,74.0,7.2,7,5
216,2,0,546.6,683.5,233.7,194.0,7.2,1,5
216,3,1,545.0,368.5,76.6,175.6,6.2,9,9
216,4,1,86.3,427.1,260.2,148.6,7.8,9,2
216,5,1,360.2,310.5,0.6,174.1,7.1,9,11
217,0,0,221.3,665.9,298.4,254.0,7.1,9,6
217,1,0,578.7,134.1,118.4,74.0,7.1,7,6
217,2,0,540.9,687.7,238.4,194.0,7.1,1,6
217,3,1,550.9,367.1,76.6,179.7,6.1,9,10
217,4,1,78.8,428.4,260.2,148.9,7.6,9,3
217,5,1,360.3,303.5,0.6,175.6,6.9,9,12
218,0,0,215.2,662.6,298.4,250.0,6.9,9,7
218,1,0,584.8,137.4,118.4,70.0,6.9,7,7
218,2,0,535.0,691.3,238.4,190.0,6.9,1,7
218,3,1,556.7,365.8,76.6,181.8,6.0,9,11
218,4,1,71.5,429.7,260.2,148.9,5.5,9,4
218,5,1,360.3,296.7,0.6,176.2,6.8,9,13
219,0,0,209.2,659.3,298.4,250.0,7.8,9,8
219,1,0,590.8,140.7,118.4,70.0,7.8,7,8
219,2,0,529.2,694.9,238.4,190.0,7.8,1,8
219,3,1,562.3,364.4,76.6,183.8,5.8,9,12
219,4,1,66.2,430.6,260.2,148.9,3.4,9,5
219,5,1,360.4,290.1,0.6,176.8,6.7,9,14
220,0,0,202.5,655.7,302.7,250.0,7.6,9,9
220,1,0,597.5,144.3,122.7,70.0,7.6,7,9
220,2,0,522.7,698.9,242.7,190.0,7.6,1,9
220,3,1,567.9,363.1,76.6,193.8,5.7,9,13
220,4,1,62.9,431.2,260.2,148.9,1.3,9,6
220,5,1,360.5,283.5,0.6,177.3,6.5,9,15
221,0,0,196.2,651.7,302.7,246.0,7.5,9,10
221,1,0,603.8,148.3,122.7,66.0,7.5,7,10
221,2,0,516.0,702.3,242.7,186.0,7.5,1,10
221,3,1,573.4,361.8,76.6,203.8,5.6,9,14
221,4,1,61.7,431.4,260.2,148.9,0.0,9,7
221,5,1,360.6,277.1,0.6,177.3,6.4,9,0
222,0,0,190.0,647.7,307.2,246.0,7.3,9,11
222,1,0,610.0,152.3,127.2,66.0,7.3,7,11
222,2,0,509.5,705.7,247.2,186.0,7.3,1,11
222,3,1,578.7,360.5,76.6,210.1,5.5,9,15
222,4,1,61.7,431.4,260.2,148.9,-1.0,9,8
222,5,1,360.6,270.9,0.6,177.3,7.3,9,1
223,0,0,184.3,643.4,307.2,242.0,7.2,9,12
223,1,0,615.7,156.6,127.2,62.0,7.2,7,12
223,2,0,502.9,708.5,247.2,182.0,7.2,1,12
223,3,1,584.0,359.3,76.6,210.1,5.4,9,0
223,4,1,62.7,431.2,260.2,148.9,-2.0,9,9
223,5,1,360.7,263.7,0.6,178.9,7.1,9,2
224,0,0,178.7,639.1,311.9,242.0,7.0,9,13
224,1,0,621.3,160.9,131.9,62.0,7.0,7,13
224,2,0,496.4,711.2,251.9,182.0,7.0,1,13
224,3,1,589.1,358.0,76.6,210.1,6.3,9,1
224,4,1,64.6,430.9,260.2,148.9,-2.9,9,10
224,5,1,360.8,256.7,0.6,179.6,7.0,9,3
225,0,0,173.6,634.5,311.9,238.0,6.9,9,14
225,1,0,626.4,165.5,131.9,58.0,6.9,7,14
225,2,0,489.9,713.4,251.9,178.0,6.9,1,14
225,3,1,595.1,356.6,76.6,200.1,6.2,9,2
225,4,1,67.4,430.4,260.2,148.9,-3.9,9,11
225,5,1,360.8,249.9,0.6,179.6,7.8,9,4
226,0,0,168.5,630.0,311.9,238.0,7.8,9,15
226,1,0,631.5,170.0,131.9,58.0,7.8,7,15
226,2,0,483.4,715.5,251.9,178.0,0.0,0,15
226,3,1,600.9,355.2,76.6,196.4,6.0,9,3
226,4,1,71.2,429.7,260.2,148.9,-4.8,9,12
226,5,1,360.9,242.2,0.6,180.3,7.7,9,5
227,0,0,162.9,624.9,311.9,238.0,7.6,9,0
227,1,0,637.1,175.1,131.9,58.0,7.6,7,0
227,2,0,483.4,715.5,251.9,178.0,0.0,0,15
227,3,1,606.7,353.8,76.6,198.1,5.9,9,4
227,4,1,75.8,428.9,260.2,148.9,-5.7,9,13
227,5,1,361.0,234.7,0.6,180.9,7.5,9,6
228,0,0,157.3,619.9,316.3,238.0,7.5,9,1
228,1,0,642.7,180.1,136.3,58.0,7.5,7,1
228,2,0,483.4,715.5,251.9,178.0,0.0,0,15
228,3,1,612.3,352.5,76.6,198.1,6.8,9,5
228,4,1,81.3,428.0,260.2,148.9,-6.6,9,14
228,5,1,361.1,227.3,356.1,180.9,7.4,9,7
229,0,0,152.3,614.7,316.3,234.0,7.3,9,2
229,1,0,647.7,185.3,136.3,54.0,7.3,7,2
229,2,0,483.4,715.5,251.9,178.0,0.0,0,15
229,3,1,618.8,351.0,76.6,208.1,6.7,9,6
229,4,1,87.7,426.9,260.2,154.1,-6.5,9,15
229,5,1,360.6,220.1,356.1,181.5,7.2,9,8
230,0,0,147.3,609.5,320.9,234.0,7.2,9,3
230,1,0,652.7,190.5,140.9,54.0,7.2,7,3
230,2,0,483.4,715.5,251.9,178.0,0.0,0,15
230,3,1,625.1,349.4,76.6,218.1,6.5,9,7
230,4,1,93.9,425.8,260.2,154.1,-6.3,9,0
230,5,1,360.1,213.0,356.1,181.9,7.1,9,9
231,0,0,142.9,604.0,320.9,230.0,7.0,9,4
231,1,0,657.1,196.0,140.9,50.0,7.0,7,4
231,2,0,483.4,715.5,251.9,178.0,0.0,0,15
231,3,1,631.4,348.0,76.6,228.1,6.4,9,8
231,4,1,100.0,424.7,260.2,154.1,-7.2,9,1
231,5,1,359.7,206.1,351.4,181.9,6.9,9,10
232,0,0,138.6,598.7,325.8,230.0,6.9,9,5
232,1,0,661.4,201.3,145.8,50.0,6.9,7,5
232,2,0,483.4,715.5,251.9,178.0,0.0,0,15
232,3,1,637.4,346.5,76.6,228.1,7.3,9,9
232,4,1,107.0,423.5,260.2,156.4,-7.1,9,2
232,5,1,358.6,199.3,351.4,182.4,6.8,9,11
233,0,0,134.8,593.1,325.8,230.0,7.7,9,6
233,1,0,665.2,206.9,145.8,50.0,7.7,7,6
233,2,0,483.4,715.5,251.9,178.0,0.0,0,15
233,3,1,644.4,344.9,76.6,238.1,7.1,9,10
233,4,1,113.8,422.3,260.2,157.2,-6.9,9,3
233,5,1,357.6,192.7,351.4,182.8,6.7,9,12
234,0,0,130.5,586.8,325.8,226.0,7.6,9,7
234,1,0,669.5,213.2,145.8,46.0,7.6,7,7
234,2,0,483.4,715.5,251.9,178.0,0.0,0,15
234,3,1,651.2,343.2,76.6,248.1,7.0,9,11
234,4,1,120.5,421.2,260.2,157.2,-7.8,9,4
234,5,1,356.6,186.3,351.4,183.0,6.5,9,13
235,0,0,126.4,580.7,330.2,226.0,7.4,9,8
235,1,0,673.6,219.3,150.2,46.0,7.4,7,8
235,2,0,483.4,715.5,251.9,178.0,0.0,0,15
235,3,1,657.8,341.7,76.6,244.9,6.8,9,12
235,4,1,128.0,419.9,260.2,159.2,-7.6,9,5
235,5,1,355.7,179.9,351.4,183.1,6.4,9,14
236,0,0,122.7,574.4,330.2,222.0,7.3,9,9
236,1,0,677.3,225.6,150.2,42.0,7.3,7,9
236,2,0,483.4,715.5,251.9,178.0,0.0,0,15
236,3,1,664.3,340.1,76.6,254.9,6.7,9,13
236,4,1,135.4,418.6,260.2,169.2,-7.5,9,6
236,5,1,354.7,173.7,351.4,193.1,6.3,9,15
237,0,0,119.2,568.2,334.9,222.0,7.1,9,10
237,1,0,680.8,231.8,154.9,42.0,7.1,7,10
237,2,0,483.4,715.5,251.9,178.0,0.0,0,15
237,3,1,670.7,338.6,76.6,264.9,6.6,9,14
237,4,1,142.6,417.4,264.7,169.2,-7.3,9,7
237,5,1,353.8,167.6,351.4,203.1,6.2,9,15
238,0,0,116.2,561.9,334.9,218.0,7.0,9,11
238,1,0,683.8,238.1,154.9,38.0,7.0,7,11
238,2,0,483.4,715.5,251.9,178.0,0.0,0,15
238,3,1,677.0,337.1,76.6,274.9,6.4,9,15
238,4,1,149.7,416.7,264.7,179.2,-7.2,9,8
238,5,1,352.9,161.7,351.4,208.0,6.0,9,15
239,0,0,113.3,555.7,334.9,218.0,7.9,9,12
239,1,0,686.7,244.3,154.9,38.0,7.9,7,12
239,2,0,483.4,715.5,251.9,178.0,0.0,0,15
239,3,1,683.1,335.6,76.6,278.0,6.3,9,15
239,4,1,156.7,416.0,264.7,186.3,-7.0,9,9
239,5,1,352.0,155.8,351.4,218.0,5.9,9,15
240,0,0,110.1,548.7,339.1,218.0,7.7,9,13
240,1,0,689.9,251.3,159.1,38.0,7.7,7,13
240,2,0,483.4,715.5,251.9,178.0,0.0,0,15
240,3,1,689.1,334.2,76.6,278.0,6.2,9,0
240,4,1,163.6,415.4,269.5,186.3,-6.9,9,10
240,5,1,351.1,150.1,351.4,228.0,5.8,9,15
241,0,0,107.4,541.6,339.1,214.0,7.5,9,14
241,1,0,692.6,258.4,159.1,34.0,7.5,7,14
241,2,0,483.4,715.5,251.9,178.0,0.0,0,15
241,3,1,695.0,332.8,76.6,268.0,6.1,9,1
241,4,1,170.4,415.3,269.5,190.8,-6.8,9,11
241,5,1,350.3,144.5,351.4,238.0,5.7,9,15
242,0,0,104.7,534.7,343.6,214.0,7.4,9,15
242,1,0,695.3,265.3,163.6,34.0,7.4,7,15
242,2,0,483.4,715.5,251.9,178.0,0.0,0,15
242,3,1,700.8,331.4,76.6,258.0,5.9,9,2
242,4,1,177.0,415.3,269.5,192.9,-6.6,9,12
242,5,1,349.5,139.0,351.4,238.0,5.6,9,0
243,0,0,102.7,527.8,343.6,214.0,7.2,9,0
243,1,0,697.3,272.2,163.6,34.0,7.2,7,0
243,2,0,483.4,715.5,251.9,178.0,0.0,0,15
243,3,1,706.4,330.1,76.6,250.8,5.8,9,3
243,4,1,183.5,415.2,269.5,195.0,-6.5,9,13
243,5,1,348.6,133.6,351.4,238.0,6.5,9,1
244,0,0,100.7,521.0,343.6,210.0,7.1,9,1
244,1,0,699.3,279.0,163.6,30.0,7.1,7,1
244,2,0,483.4,715.5,251.9,178.0,0.0,0,15
244,3,1,712.0,328.8,76.6,250.8,6.7,9,4
244,4,1,189.8,415.2,269.5,197.0,-6.4,9,14
244,5,1,347.7,127.3,351.4,238.8,6.3,9,2
245,0,0,98.7,514.3,348.3,210.0,7.0,9,2
245,1,0,701.3,285.7,168.3,30.0,7.0,7,2
245,2,0,483.4,715.5,251.9,178.0,0.0,0,15
245,3,1,718.4,327.2,76.6,252.5,6.6,9,5
245,4,1,196.1,415.1,269.5,198.9,-6.2,9,15
245,5,1,346.8,121.2,351.4,238.8,6.2,9,3
246,0,0,97.3,507.6,348.3,210.0,7.8,9,3
246,1,0,702.7,292.4,168.3,30.0,7.8,7,3
246,2,0,483.4,715.5,251.9,178.0,0.0,0,15
246,3,1,724.6,325.7,76.6,253.2,6.4,9,6
246,4,1,202.2,415.1,269.5,198.9,-6.1,9,0
246,5,1,345.8,115.2,351.4,238.8,7.1,9,4
247,0,0,95.8,500.1,348.3,206.0,7.7,9,4
247,1,0,704.2,299.9,168.3,26.0,7.7,7,4
247,2,0,483.4,715.5,251.9,178.0,0.0,0,15
247,3,1,730.8,324.3,76.6,253.2,4.3,9,7
247,4,1,208.1,415.0,269.5,202.5,-6.0,9,1
247,5,1,344.8,108.4,351.4,240.0,6.9,9,5
248,0,0,94.3,492.8,352.7,206.0,7.5,9,5
248,1,0,705.7,307.2,172.7,26.0,7.5,7,5
248,2,0,483.4,715.5,251.9,178.0,0.0,0,15
248,3,1,734.9,323.3,76.6,253.2,2.2,9,8
248,4,1,214.0,415.0,269.5,204.2,-5.9,9,2
248,5,1,343.8,101.6,351.4,239.9,6.8,9,6
249,0,0,93.3,485.5,352.7,202.0,7.4,9,6
249,1,0,706.7,314.5,172.7,22.0,7.4,7,6
249,2,0,483.4,715.5,251.9,178.0,0.0,0,15
249,3,1,737.0,322.8,76.6,253.2,0.2,9,9
249,4,1,219.8,414.9,269.5,204.2,-6.7,9,3
249,5,1,342.8,95.1,351.4,239.9,7.7,9,7
250,0,0,92.4,478.3,357.3,202.0,7.2,9,7
250,1,0,707.6,321.7,177.3,22.0,7.2,7,7
250,2,0,483.4,715.5,251.9,178.0,0.0,0,15
250,3,1,737.0,322.8,76.6,253.2,-1.0,9,10
250,4,1,226.4,414.9,269.5,207.3,-6.6,9,4
250,5,1,341.7,87.6,351.4,239.8,7.5,9,8
251,0,0,92.1,471.3,357.3,198.0,7.1,9,8
251,1,0,707.9,328.7,177.3,18.0,7.1,7,8
251,2,0,483.4,715.5,251.9,178.0,0.0,0,15
251,3,1,736.0,323.0,76.6,253.2,-2.0,9,11
251,4,1,232.8,414.8,269.5,209.0,-6.5,9,5
251,5,1,340.5,80.4,351.4,239.7,7.4,9,9
252,0,0,91.7,464.3,2.1,198.0,6.9,9,9
252,1,0,708.3,335.7,182.1,18.0,6.9,7,9
252,2,0,483.4,715.5,251.9,178.0,0.0,0,15
252,3,1,734.1,323.5,76.6,253.2,-2.9,9,12
252,4,1,239.2,414.7,269.5,209.0,-7.4,9,6
252,5,1,339.5,73.2,346.8,239.7,7.2,9,10
253,0,0,92.0,457.6,2.1,198.0,7.8,9,10
253,1,0,708.0,342.4,182.1,18.0,7.8,7,10
253,2,0,483.4,715.5,251.9,178.0,0.0,0,15
253,3,1,731.3,324.1,76.6,253.2,-3.9,9,13
253,4,1,246.4,414.7,269.5,212.1,-7.2,9,7
253,5,1,337.8,66.4,346.8,239.7,5.1,9,11
254,0,0,92.3,449.9,2.1,194.0,7.6,9,11
254,1,0,707.7,350.1,182.1,14.0,7.6,7,11
254,2,0,483.4,715.5,251.9,178.0,0.0,0,15
254,3,1,727.6,325.0,76.6,253.2,-4.8,9,14
254,4,1,253.5,414.6,269.5,213.8,-7.1,9,8
254,5,1,336.7,61.5,346.8,239.7,3.0,9,12
255,0,0,92.5,442.5,6.5,194.0,7.5,9,12
255,1,0,707.5,357.5,186.5,14.0,7.5,7,12
255,2,0,483.4,715.5,251.9,178.0,0.0,0,15
255,3,1,723.1,326.1,76.6,253.2,-5.7,9,15
255,4,1,260.4,414.6,274.3,213.8,-6.9,9,9
255,5,1,336.0,58.7,346.8,239.7,0.9,9,13
256,0,0,93.4,435.2,6.5,190.0,7.3,9,13
256,1,0,706.6,364.8,186.5,10.0,7.3,7,13
256,2,0,483.4,715.5,251.9,178.0,0.0,0,15
256,3,1,717.6,327.4,76.6,253.2,-6.6,9,15
256,4,1,267.1,415.1,274.3,216.9,-6.8,9,10
256,5,1,335.8,57.8,346.8,239.7,0.0,9,14
257,0,0,94.2,428.1,11.1,190.0,7.2,9,14
257,1,0,705.8,371.9,191.1,10.0,7.2,7,14
257,2,0,483.4,715.5,251.9,178.0,0.0,0,15
257,3,1,711.3,328.9,76.6,263.2,-6.5,9,15
257,4,1,273.8,415.6,274.3,218.4,-6.6,9,11
257,5,1,335.8,57.8,346.8,239.7,-1.0,9,15
258,0,0,95.5,421.1,11.1,186.0,7.0,9,15
258,1,0,704.5,378.9,191.1,6.0,7.0,7,15
258,2,0,483.4,715.5,251.9,178.0,0.0,0,15
258,3,1,705.2,330.4,76.6,273.2,-6.3,9,15
258,4,1,280.3,416.1,274.3,218.4,-7.5,9,12
258,5,1,336.1,58.8,346.8,239.7,-2.0,9,15
259,0,0,96.9,414.4,11.1,186.0,6.9,9,0
259,1,0,703.1,385.6,191.1,6.0,6.9,7,0
259,2,0,483.4,715.5,251.9,178.0,0.0,0,15
259,3,1,699.1,331.8,76.6,283.2,-6.2,9,15
259,4,1,287.6,416.6,274.3,221.1,-7.4,9,13
259,5,1,336.5,60.7,346.8,239.7,-2.9,9,15
260,0,0,98.2,407.7,11.1,186.0,7.8,9,1
260,1,0,701.8,392.3,191.1,6.0,7.8,7,1
260,2,0,483.4,715.5,251.9,178.0,0.0,0,15
260,3,1,693.2,333.2,76.6,291.5,-6.1,8,15
260,4,1,294.8,417.2,274.3,222.6,-7.2,9,14
260,5,1,337.2,63.5,346.8,239.7,-3.9,9,15
261,0,0,99.6,400.3,15.4,186.0,7.6,9,2
261,1,0,700.4,399.7,195.4,6.0,7.6,7,2
261,2,0,483.4,715.5,251.9,178.0,0.0,0,15
261,3,1,687.4,334.6,76.6,291.5,-6.0,8,0
261,4,1,301.8,417.7,274.3,224.0,-7.1,9,15
261,5,1,338.0,67.2,346.8,239.7,-4.8,9,15
262,0,0,101.6,393.1,15.4,182.0,7.5,9,3
262,1,0,698.4,406.9,195.4,2.0,7.5,7,3
262,2,0,483.4,715.5,251.9,178.0,0.0,0,15
262,3,1,681.7,336.0,76.6,281.5,-5.8,8,1
262,4,1,308.8,418.2,274.3,234.0,-6.9,9,15
262,5,1,339.1,71.8,346.8,239.7,-5.7,9,15
263,0,0,103.6,386.1,19.9,182.0,7.3,9,4
263,1,0,696.4,413.9,199.9,2.0,7.3,7,4
263,2,0,483.4,715.5,251.9,178.0,0.0,0,15
263,3,1,676.2,337.3,76.6,271.5,-5.7,8,2
263,4,1,315.5,418.7,274.3,244.0,-6.8,9,15
263,5,1,340.4,77.2,346.8,239.7,-6.6,9,15
264,0,0,106.0,379.3,19.9,178.0,7.2,9,5
264,1,0,694.0,420.7,199.9,358.0,7.2,7,5
264,2,0,483.4,715.5,251.9,178.0,0.0,0,15
264,3,1,670.7,338.6,76.6,271.5,-6.6,8,3
264,4,1,322.2,419.2,274.3,254.0,-6.7,9,15
264,5,1,341.9,83.5,346.8,239.7,-7.5,9,15
265,0,0,108.4,372.7,24.7,178.0,7.0,9,6
265,1,0,691.6,427.3,204.7,358.0,7.0,7,6
265,2,0,483.4,715.5,251.9,178.0,0.0,0,15
265,3,1,664.4,340.1,76.6,265.8,-6.5,8,4
265,4,1,328.7,419.7,274.3,264.0,-6.5,9,15
265,5,1,343.6,90.6,346.8,239.7,-7.3,9,0
266,0,0,111.3,366.5,24.7,174.0,6.9,9,7
266,1,0,688.7,433.5,204.7,354.0,6.9,7,7
266,2,0,483.4,715.5,251.9,178.0,0.0,0,15
266,3,1,658.2,341.6,76.6,266.6,-6.3,8,5
266,4,1,335.0,420.2,274.3,274.0,-6.4,9,15
266,5,1,345.2,97.6,346.8,239.5,-7.2,9,1
267,0,0,114.1,360.4,24.7,174.0,7.7,9,8
267,1,0,685.9,439.6,204.7,354.0,7.7,7,8
267,2,0,483.4,715.5,251.9,178.0,0.0,0,15
267,3,1,652.2,343.0,76.6,267.4,-6.2,8,6
267,4,1,341.3,420.7,274.3,284.0,-6.3,9,15
267,5,1,346.8,104.4,351.5,239.5,-7.0,9,2
268,0,0,117.2,353.5,29.0,174.0,7.6,9,9
268,1,0,682.8,446.5,209.0,354.0,7.6,7,9
268,2,0,483.4,715.5,251.9,178.0,0.0,0,15
268,3,1,646.3,344.4,76.6,267.4,-7.1,8,7
268,4,1,347.4,421.1,274.3,294.0,-6.1,9,15
268,5,1,347.8,111.3,351.5,243.2,-6.9,9,3
269,0,0,120.8,347.0,29.0,170.0,7.4,9,10
269,1,0,679.2,453.0,209.0,350.0,7.4,7,10
